[2018-02-04 00:21:10,245] DEBUG    PluginManager Loading plugin: AnnounceZero
[2018-02-04 00:21:49,201] DEBUG    FileServer Conn#284 61.6.233.59  [?] > Connecting...
[2018-02-04 00:21:49,290] DEBUG    FileServer Conn#281 58.20.41.145 [?] > Closing connection: 58.20.41.145 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:49,290] DEBUG    FileServer Conn#285 82.136.73.63 [?] > Connecting...
[2018-02-04 00:21:49,332] DEBUG    FileServer Conn#285 82.136.73.63 [?] > Closing connection: 82.136.73.63 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:49,333] DEBUG    FileServer Conn#286 219.143.155.77 [?] > Connecting...
[2018-02-04 00:21:49,393] DEBUG    FileServer Conn#287 45.50.206.7  [?] > Connecting...
[2018-02-04 00:21:49,594] DEBUG    FileServer Conn#287 45.50.206.7  [?] > Closing connection: 45.50.206.7 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:50,623] DEBUG    - UserManager added 1 users
[2018-02-04 00:21:51,322] DEBUG    SiteManager Loading sites...
[2018-02-04 00:21:51,331] DEBUG    SiteManager Updated merger sites in 0.001s
[2018-02-04 00:21:52,110] DEBUG    Site:1GitLi..MQ4t No database, waiting for dbschema.json...
[2018-02-04 00:21:52,132] DEBUG    Db:GitCenter Connected to data/1GitLiXB6t5r8vuU2zC6a8GYj9ME6HMQ4t/merged-GitCenter/GitCenter.db in 0.001s (opened: 3, sqlite version: 2.6.0)...
[2018-02-04 00:21:52,133] DEBUG    Db:GitCenter Db check done in 0.001s, changed tables: []
[2018-02-04 00:21:52,154] DEBUG    Site:1BLogC..AGg8 No database, waiting for dbschema.json...
[2018-02-04 00:21:52,165] DEBUG    Db:ZeroBlog Connected to data/1BLogC9LN4oPDcruNz3qo1ysa133E9AGg8/data/zeroblog.db in 0.001s (opened: 4, sqlite version: 2.6.0)...
[2018-02-04 00:21:52,166] DEBUG    Db:ZeroBlog Db check done in 0.001s, changed tables: []
[2018-02-04 00:21:52,170] DEBUG    Site:1TaLkF..jipT No database, waiting for dbschema.json...
[2018-02-04 00:21:52,181] DEBUG    Db:ZeroTalk Connected to data/1TaLkFrMwvbNsooF4ioKAY9EuxTBTjipT/data/users/zerotalk.db in 0.001s (opened: 5, sqlite version: 2.6.0)...
[2018-02-04 00:21:52,181] DEBUG    Db:ZeroTalk Db check done in 0.001s, changed tables: []
[2018-02-04 00:21:52,734] DEBUG    FileServer Conn#288 45.50.206.7  [?] > Connecting...
[2018-02-04 00:21:52,890] DEBUG    Site:149EPB..zaCN tracker.coppersurfer.tk:6969: Found 50 peers, new: 19, total: 27
[2018-02-04 00:21:52,925] DEBUG    Site:149EPB..zaCN tracker.leechers-paradise.org:6969: Found 50 peers, new: 3, total: 30
[2018-02-04 00:21:52,927] DEBUG    Site:149EPB..zaCN tracker.opentrackr.org:1337/announce: Found 30 peers, new: 2, total: 32
[2018-02-04 00:21:52,941] DEBUG    FileServer Conn#288 45.50.206.7  [?] > Closing connection: 45.50.206.7 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:53,396] DEBUG    Site:149EPB..zaCN Http tracker explodie.org:6969/announce error: 'peers'
[2018-02-04 00:21:53,396] DEBUG    Site:149EPB..zaCN Announced types [] in mode startup to 6 trackers in 0.574s, errors: ['http://explodie.org:6969/announce'], slow: []
[2018-02-04 00:21:53,397] DEBUG    Site:149EPB..zaCN content.json loadContent same json file, skipping
[2018-02-04 00:21:53,583] DEBUG    FileServer Conn#289 89.10.168.13 [?] > Connecting...
[2018-02-04 00:21:53,583] DEBUG    FileServer Conn#290 108.2.204.146 [?] > Connecting...
[2018-02-04 00:21:53,584] DEBUG    FileServer Conn#291 116.192.19.240 [?] > Connecting...
[2018-02-04 00:21:53,662] DEBUG    FileServer Conn#289 89.10.168.13 [?] > Closing connection: 89.10.168.13 Connect error: error: [Errno 111] Connection refused in ConnectionServer.py line 178 > Connection.py line 123 > _socket2.py line 231, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:53,663] DEBUG    FileServer Conn#292 70.24.172.225 [?] > Connecting...
[2018-02-04 00:21:53,720] DEBUG    FileServer Conn#290 108.2.204.146 [?] > Closing connection: 108.2.204.146 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:53,720] DEBUG    FileServer Conn#293 87.219.212.164 [?] > Connecting...
[2018-02-04 00:21:53,814] DEBUG    FileServer Conn#291 116.192.19.240 [?] > Closing connection: 116.192.19.240 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:53,815] DEBUG    FileServer Conn#294 176.157.64.206 [?] > Connecting...
[2018-02-04 00:21:53,815] DEBUG    FileServer Conn#292 70.24.172.225 [?] > Closing connection: 70.24.172.225 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:53,816] DEBUG    FileServer Conn#295 173.22.113.219 [?] > Connecting...
[2018-02-04 00:21:53,873] DEBUG    FileServer Conn#294 176.157.64.206 [?] > Closing connection: 176.157.64.206 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:53,874] DEBUG    FileServer Conn#296 185.147.237.8 [?] > Connecting...
[2018-02-04 00:21:53,932] DEBUG    FileServer Conn#296 185.147.237.8 [?] > Closing connection: 185.147.237.8 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:53,933] DEBUG    FileServer Conn#297 41.143.189.164 [?] > Connecting...
[2018-02-04 00:21:53,983] DEBUG    FileServer Conn#295 173.22.113.219 [?] > Closing connection: 173.22.113.219 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:53,984] DEBUG    FileServer Conn#298 149.140.40.30 [?] > Connecting...
[2018-02-04 00:21:54,058] DEBUG    FileServer Conn#298 149.140.40.30 [?] > Closing connection: 149.140.40.30 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:54,059] DEBUG    FileServer Conn#299 62.251.84.91 [?] > Connecting...
[2018-02-04 00:21:54,096] DEBUG    FileServer Conn#299 62.251.84.91 [?] > Closing connection: 62.251.84.91 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:54,096] DEBUG    FileServer Conn#300 178.216.92.117 [?] > Connecting...
[2018-02-04 00:21:54,159] DEBUG    FileServer Conn#300 178.216.92.117 [?] > Closing connection: 178.216.92.117 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:54,159] DEBUG    FileServer Conn#301 45.78.25.160 [?] > Connecting...
[2018-02-04 00:21:54,331] DEBUG    FileServer Conn#301 45.78.25.160 [?] > Closing connection: 45.78.25.160 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:54,331] DEBUG    FileServer Conn#302 107.140.80.174 [?] > Connecting...
[2018-02-04 00:21:54,537] DEBUG    FileServer Conn#302 107.140.80.174 [?] > Closing connection: 107.140.80.174 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:54,537] DEBUG    FileServer Conn#303 86.188.94.133 [?] > Connecting...
[2018-02-04 00:21:54,594] DEBUG    FileServer Conn#303 86.188.94.133 [?] > Closing connection: 86.188.94.133 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:54,594] DEBUG    FileServer Conn#304 69.246.215.43 [?] > Connecting...
[2018-02-04 00:21:54,731] DEBUG    FileServer Conn#293 87.219.212.164 [?] > Closing connection: 87.219.212.164 Connect error: error: [Errno 113] No route to host in ConnectionServer.py line 178 > Connection.py line 123 > _socket2.py line 231, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:54,732] DEBUG    FileServer Conn#305 27.203.155.24 [?] > Connecting...
[2018-02-04 00:21:54,757] DEBUG    FileServer Conn#304 69.246.215.43 [?] > Closing connection: 69.246.215.43 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:54,758] DEBUG    FileServer Conn#306 104.35.202.82 [?] > Connecting...
[2018-02-04 00:21:54,892] DEBUG    FileServer Conn#297 41.143.189.164 [?] > Closing connection: 41.143.189.164 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:54,893] DEBUG    FileServer Conn#307 178.87.138.179 [?] > Connecting...
[2018-02-04 00:21:55,034] DEBUG    FileServer Conn#307 178.87.138.179 [?] > Closing connection: 178.87.138.179 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:55,035] DEBUG    FileServer Conn#308 173.170.143.90 [?] > Connecting...
[2018-02-04 00:21:55,197] DEBUG    FileServer Conn#308 173.170.143.90 [?] > Closing connection: 173.170.143.90 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:55,198] DEBUG    FileServer Conn#309 97.90.252.2  [?] > Connecting...
[2018-02-04 00:21:55,376] DEBUG    FileServer Conn#309 97.90.252.2  [?] > Closing connection: 97.90.252.2 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:55,376] DEBUG    FileServer Conn#310 192.241.219.63 [?] > Connecting...
[2018-02-04 00:21:55,499] DEBUG    Site:1GXWvT..J4QN Waiting for peers...
[2018-02-04 00:21:55,568] DEBUG    FileServer Conn#310 192.241.219.63 [?] > Closing connection: 192.241.219.63 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:55,569] DEBUG    FileServer Conn#311 139.226.72.37 [?] > Connecting...
[2018-02-04 00:21:55,818] DEBUG    Site:1iD5ZQ..duGz Queried listModifications from: [] in 20.002s
[2018-02-04 00:21:55,836] DEBUG    FileServer Conn#311 139.226.72.37 [?] > Closing connection: 139.226.72.37 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:55,837] DEBUG    FileServer Conn#312 34.227.47.94 [?] > Connecting...
[2018-02-04 00:21:55,919] DEBUG    Site:1iD5ZQ..duGz content.json loadContent same json file, skipping
[2018-02-04 00:21:55,919] DEBUG    Site:1iD5ZQ..duGz Bad files: {u'data/users.json': 8, u'content.json': 3}
[2018-02-04 00:21:55,920] DEBUG    Site:1iD5ZQ..duGz Retry 2 bad files
[2018-02-04 00:21:55,920] DEBUG    Site:1iD5ZQ..duGz New downloadContent pool: len: 1
[2018-02-04 00:21:55,920] DEBUG    Site:1iD5ZQ..duGz Ended downloadContent pool len: 1
[2018-02-04 00:21:55,920] DEBUG    Site:1iD5ZQ..duGz New downloadFile pool: len: 1
[2018-02-04 00:21:55,920] DEBUG    Site:1iD5ZQ..duGz Ended downloadFile pool len: 1
[2018-02-04 00:21:55,921] DEBUG    FileServer Conn#155 123.149.135.49 [?] > Closing connection: Send error: This socket is already used by another greenlet: <bound method Waiter.switch of <gevent.hub.Waiter object at 0x3532af0>>, waiting_requests: 1, sites: 2, buff: 0...
[2018-02-04 00:21:55,921] DEBUG    WorkerManager:1iD5ZQ..duGz New task: content.json, peer lock: None, priority: 10000, optional_hash_id: None, tasks started: 1
[2018-02-04 00:21:55,922] DEBUG    WorkerManager:1iD5ZQ..duGz Starting workers, tasks: 1, peers: 0, workers: 0
[2018-02-04 00:21:55,922] DEBUG    WorkerManager:1iD5ZQ..duGz Added worker: 124.167.131.214:15441, workers: 1/5
[2018-02-04 00:21:55,922] DEBUG    WorkerManager:1iD5ZQ..duGz Added worker: 201.142.200.51:15441, workers: 2/5
[2018-02-04 00:21:55,922] DEBUG    WorkerManager:1iD5ZQ..duGz Added worker: 27.203.155.24:15441, workers: 3/5
[2018-02-04 00:21:55,923] DEBUG    WorkerManager:1iD5ZQ..duGz Added worker: 34.227.47.94:15441, workers: 4/5
[2018-02-04 00:21:55,923] DEBUG    WorkerManager:1iD5ZQ..duGz Added worker: cailf3d73swxvnja.onion:15441, workers: 5/5
[2018-02-04 00:21:55,923] DEBUG    WorkerManager:1iD5ZQ..duGz Added worker: wzw6igj4ipwtyk5p.onion:15441, workers: 6/5
[2018-02-04 00:21:55,955] DEBUG    WorkerManager:1iD5ZQ..duGz New task: data/users.json, peer lock: None, priority: 11, optional_hash_id: None, tasks started: 2
[2018-02-04 00:21:55,956] DEBUG    FileServer Conn#313 60.3.153.204 [?] > Connecting...
[2018-02-04 00:21:55,956] DEBUG    FileServer Conn#223 124.167.131.214 [?] > Closing connection: Send error: This socket is already used by another greenlet: <bound method Waiter.switch of <gevent.hub.Waiter object at 0x35324b0>>, waiting_requests: 1, sites: 2, buff: 0...
[2018-02-04 00:21:55,959] DEBUG    FileServer Conn#314 110.166.218.163 [?] > Connecting...
[2018-02-04 00:21:55,962] DEBUG    FileServer Conn#312 34.227.47.94 [?] > Closing connection: 34.227.47.94 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 1, buff: 0...
[2018-02-04 00:21:55,963] DEBUG    FileServer Conn#315 78.31.167.168 [?] > Connecting...
[2018-02-04 00:21:56,031] DEBUG    FileServer Conn#315 78.31.167.168 [?] > Closing connection: 78.31.167.168 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:56,122] DEBUG    Site:1iD5ZQ..duGz Announce to zero.booth.moe#f36ca555bee6ba216b14d10f38c16f7769ff064e0e37d887603548cc2e64191d:15441 failed: None
[2018-02-04 00:21:56,397] DEBUG    Site:149EPB..zaCN Small number of peers detected...query all of peers using pex
[2018-02-04 00:21:56,398] DEBUG    FileServer Conn#316 173.170.143.90 [?] > Connecting...
[2018-02-04 00:21:56,567] DEBUG    FileServer Conn#316 173.170.143.90 [?] > Closing connection: 173.170.143.90 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:56,567] DEBUG    FileServer Conn#317 139.226.72.37 [?] > Connecting...
[2018-02-04 00:21:56,836] DEBUG    FileServer Conn#317 139.226.72.37 [?] > Closing connection: 139.226.72.37 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:56,836] DEBUG    FileServer Conn#318 70.24.172.225 [?] > Connecting...
[2018-02-04 00:21:56,863] DEBUG    FileServer Conn#319 34.227.47.94 [?] > Connecting...
[2018-02-04 00:21:56,864] DEBUG    FileServer Conn#320 cailf3d73swxvnja.onion [?] > Connecting...
[2018-02-04 00:21:56,864] DEBUG    FileServer Conn#320 cailf3d73swxvnja.onion [?] > Closing connection: cailf3d73swxvnja.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:56,865] DEBUG    WorkerManager:1iD5ZQ..duGz cailf3d73swxvnja.onion:15441: Verify failed: content.json, error: Download failed, failed peers: 0, workers: 4
[2018-02-04 00:21:56,865] DEBUG    FileServer Conn#321 wzw6igj4ipwtyk5p.onion [?] > Connecting...
[2018-02-04 00:21:56,865] DEBUG    FileServer Conn#321 wzw6igj4ipwtyk5p.onion [?] > Closing connection: wzw6igj4ipwtyk5p.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:56,865] DEBUG    WorkerManager:1iD5ZQ..duGz wzw6igj4ipwtyk5p.onion:15441: Verify failed: content.json, error: Download failed, failed peers: 1, workers: 4
[2018-02-04 00:21:56,922] DEBUG    FileServer Conn#322 123.149.135.49 [?] > Connecting...
[2018-02-04 00:21:56,957] DEBUG    FileServer Conn#323 124.167.131.214 [?] > Connecting...
[2018-02-04 00:21:56,986] DEBUG    FileServer Conn#318 70.24.172.225 [?] > Closing connection: 70.24.172.225 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:56,987] DEBUG    FileServer Conn#324 86.188.94.133 [?] > Connecting...
[2018-02-04 00:21:56,990] DEBUG    FileServer Conn#319 34.227.47.94 [?] > Closing connection: 34.227.47.94 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:56,990] DEBUG    WorkerManager:1iD5ZQ..duGz 34.227.47.94:15441: Verify failed: content.json, error: Download failed, failed peers: 2, workers: 3
[2018-02-04 00:21:57,041] DEBUG    FileServer Conn#324 86.188.94.133 [?] > Closing connection: 86.188.94.133 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,042] DEBUG    FileServer Conn#325 41.143.189.164 [?] > Connecting...
[2018-02-04 00:21:57,285] DEBUG    FileServer Conn#172 79.169.192.183 [?] > Closing connection: [Cleanup] Connect timeout: 15.641s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,286] DEBUG    FileServer Conn#184 31.3.154.32  [?] > Closing connection: [Cleanup] Connect timeout: 14.981s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,286] DEBUG    FileServer Conn#188 87.205.195.229 [?] > Closing connection: [Cleanup] Connect timeout: 14.879s, waiting_requests: 0, sites: 4, buff: 0...
[2018-02-04 00:21:57,286] DEBUG    FileServer Conn#204 106.112.248.130 [?] > Closing connection: [Cleanup] Connect timeout: 14.458s, waiting_requests: 0, sites: 1, buff: 0...
[2018-02-04 00:21:57,286] DEBUG    FileServer Conn#215 114.135.146.169 [?] > Closing connection: [Cleanup] Connect timeout: 13.863s, waiting_requests: 0, sites: 2, buff: 0...
[2018-02-04 00:21:57,286] DEBUG    FileServer Conn#218 141.126.76.213 [?] > Closing connection: [Cleanup] Connect timeout: 13.747s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,286] DEBUG    FileServer Conn#229 61.140.233.6 [?] > Closing connection: [Cleanup] Connect timeout: 13.141s, waiting_requests: 0, sites: 1, buff: 0...
[2018-02-04 00:21:57,287] DEBUG    FileServer Conn#234 213.220.240.90 [?] > Closing connection: [Cleanup] Connect timeout: 12.354s, waiting_requests: 0, sites: 2, buff: 0...
[2018-02-04 00:21:57,287] DEBUG    FileServer Conn#243 39.88.41.225 [?] > Closing connection: [Cleanup] Connect timeout: 11.539s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,287] DEBUG    FileServer Conn#247 201.142.200.51 [?] > Closing connection: [Cleanup] Connect timeout: 11.159s, waiting_requests: 0, sites: 2, buff: 0...
[2018-02-04 00:21:57,287] DEBUG    FileServer Conn#250 222.153.83.97 [?] > Closing connection: [Cleanup] Connect timeout: 11.079s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,287] DEBUG    FileServer Conn#267 189.140.160.209 [?] > Closing connection: [Cleanup] Connect timeout: 10.380s, waiting_requests: 0, sites: 1, buff: 0...
[2018-02-04 00:21:57,287] DEBUG    FileServer Conn#268 122.142.49.116 [?] > Closing connection: [Cleanup] Connect timeout: 10.236s, waiting_requests: 0, sites: 1, buff: 0...
[2018-02-04 00:21:57,287] DEBUG    FileServer Conn#270 60.3.155.36  [?] > Closing connection: [Cleanup] Connect timeout: 10.089s, waiting_requests: 0, sites: 2, buff: 0...
[2018-02-04 00:21:57,288] DEBUG    FileServer Conn#272 120.42.70.28 [?] > Closing connection: [Cleanup] Connect timeout: 10.085s, waiting_requests: 0, sites: 2, buff: 0...
[2018-02-04 00:21:57,288] DEBUG    WorkerManager:1Gif7P..Xc7h 31.3.154.32:15441: Verify failed: data/data.json, error: Download failed, failed peers: 4, workers: 0
[2018-02-04 00:21:57,289] DEBUG    FileServer Conn#326 112.64.30.169 [?] > Connecting...
[2018-02-04 00:21:57,298] DEBUG    WorkerManager:1TaLkF..jipT 87.205.195.229:15441: Verify failed: content.json, error: Download failed, failed peers: 3, workers: 1
[2018-02-04 00:21:57,299] DEBUG    FileServer Conn#327 193.183.98.77 [?] > Connecting...
[2018-02-04 00:21:57,300] DEBUG    FileServer Conn#328 113.108.201.234 [?] > Connecting...
[2018-02-04 00:21:57,303] DEBUG    FileServer Conn#329 134.249.125.44 [?] > Connecting...
[2018-02-04 00:21:57,318] DEBUG    WorkerManager:1Gif7P..Xc7h 114.135.146.169:15441: Verify failed: data/users/1K9LRqGZC7BkgT1SWaQDqmqZqxU1C2eNkR/content.json, error: Download failed, failed peers: 1, workers: 0
[2018-02-04 00:21:57,318] DEBUG    FileServer Conn#330 213.220.240.90 [?] > Connecting...
[2018-02-04 00:21:57,321] DEBUG    FileServer Conn#331 182.148.28.96 [?] > Connecting...
[2018-02-04 00:21:57,335] DEBUG    FileServer Conn#332 178.87.138.179 [?] > Connecting...
[2018-02-04 00:21:57,336] DEBUG    FileServer Conn#333 88.75.234.247 [?] > Connecting...
[2018-02-04 00:21:57,350] DEBUG    FileServer Conn#334 195.214.248.18 [?] > Connecting...
[2018-02-04 00:21:57,358] DEBUG    WorkerManager:1iD5ZQ..duGz 201.142.200.51:15441: Verify failed: content.json, error: Download failed, failed peers: 3, workers: 2
[2018-02-04 00:21:57,358] DEBUG    FileServer Conn#335 92.232.7.107 [?] > Connecting...
[2018-02-04 00:21:57,359] DEBUG    FileServer Conn#336 82.119.233.36 [?] > Connecting...
[2018-02-04 00:21:57,366] DEBUG    FileServer Conn#337 vov7qm62zeqfod4q.onion [?] > Connecting...
[2018-02-04 00:21:57,367] DEBUG    FileServer Conn#337 vov7qm62zeqfod4q.onion [?] > Closing connection: vov7qm62zeqfod4q.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,367] DEBUG    FileServer Conn#338 78.200.153.11 [?] > Connecting...
[2018-02-04 00:21:57,368] DEBUG    FileServer Conn#339 81.29.252.169 [?] > Connecting...
[2018-02-04 00:21:57,383] DEBUG    Site:17ziJ8..xX8t Queried listModifications from: [] in 14.977s
[2018-02-04 00:21:57,435] DEBUG    FileServer Conn#336 82.119.233.36 [?] > Closing connection: 82.119.233.36 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,447] DEBUG    WorkerManager:1Gif7P..Xc7h Slow task: content.json, (workers: 0, optional_hash_id: None, peers: 0, failed: 6, asked: 0)
[2018-02-04 00:21:57,453] DEBUG    FileServer Conn#327 193.183.98.77 [?] > Closing connection: 193.183.98.77 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,453] DEBUG    Site:17ziJ8..xX8t Queried pex from 0 peers got 0 new peers.
[2018-02-04 00:21:57,462] DEBUG    FileServer Conn#329 134.249.125.44 [?] > Closing connection: 134.249.125.44 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,463] DEBUG    FileServer Conn#340 hybpjm7xcrmojves.onion [?] > Connecting...
[2018-02-04 00:21:57,463] DEBUG    FileServer Conn#340 hybpjm7xcrmojves.onion [?] > Closing connection: hybpjm7xcrmojves.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,464] DEBUG    FileServer Conn#341 snzt6nbwa4secf3b.onion [?] > Connecting...
[2018-02-04 00:21:57,464] DEBUG    FileServer Conn#341 snzt6nbwa4secf3b.onion [?] > Closing connection: snzt6nbwa4secf3b.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,470] DEBUG    FileServer Conn#342 123.120.245.223 [?] > Connecting...
[2018-02-04 00:21:57,470] DEBUG    FileServer Conn#333 88.75.234.247 [?] > Closing connection: 88.75.234.247 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:21:57,476] DEBUG    FileServer Conn#343 123.119.208.236 [?] > Connecting...
[2018-02-04 00:21:57,485] DEBUG    Site:17ziJ8..xX8t Bad files: {u'content.json': 3}
